Entity,Code,Date,"Deaths, 2020, all ages",Average_deaths_from_2015_to_2019_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages
Spain,ESP,11/15/2020,,7895.8,7325,8076,8063,7999,8016
Spain,ESP,11/22/2020,,7960.2,7397,8090,8169,7932,8213
Spain,ESP,11/29/2020,,8128.6,7849,8321,8257,7929,8287
Spain,ESP,12/6/2020,,8163.4,8080,8124,8620,8051,7942
Spain,ESP,12/13/2020,,8491.4,8032,8612,9262,8312,8239
Spain,ESP,12/20/2020,,8729.2,8342,8980,9628,8427,8269
Spain,ESP,12/27/2020,,9012.2,8031,9855,10412,8650,8113
Sweden,SWE,1/5/2020,1821,1975.4,1927,1860,2149,1998,1943
Sweden,SWE,1/12/2020,1890,1952.6,1966,1914,2122,1941,1820
Sweden,SWE,1/19/2020,1828,1947.4,1935,1958,2060,1945,1839
Sweden,SWE,1/26/2020,1730,1923.6,1946,2006,1910,1928,1828
Sweden,SWE,2/2/2020,1847,1886.6,1975,1909,1883,1854,1812
Sweden,SWE,2/9/2020,1727,1890.2,1868,1837,1881,1983,1882
Sweden,SWE,2/16/2020,1825,1927.4,2001,1838,2010,2024,1764
Sweden,SWE,2/23/2020,1777,1991.4,2107,1845,2069,2116,1820
Sweden,SWE,3/1/2020,1778,1977,2076,1861,1989,2187,1772
Sweden,SWE,3/8/2020,1826,1915,2041,1810,1830,2204,1690
Sweden,SWE,3/15/2020,1730,1899.8,1932,1800,1849,2089,1829
Sweden,SWE,3/22/2020,1865,1798,1874,1795,1692,1997,1632
Sweden,SWE,3/29/2020,2040,1820.6,1930,1778,1782,1948,1665
Sweden,SWE,4/5/2020,2383,1803.8,1834,1705,1794,1988,1698
Sweden,SWE,4/12/2020,2569,1747,1849,1773,1719,1782,1612
Sweden,SWE,4/19/2020,2525,1761.2,1844,1771,1768,1687,1736
Sweden,SWE,4/26/2020,2267,1695.4,1764,1604,1772,1639,1698
Sweden,SWE,5/3/2020,2238,1649,1656,1619,1696,1661,1613
Sweden,SWE,5/10/2020,2182,1637.2,1661,1586,1724,1572,1643
Sweden,SWE,5/17/2020,1987,1572,1668,1565,1584,1486,1557
Sweden,SWE,5/24/2020,1918,1562.4,1670,1550,1646,1460,1486
Sweden,SWE,5/31/2020,1656,1562,1627,1541,1620,1481,1541
Sweden,SWE,6/7/2020,1750,1537,1617,1462,1549,1513,1544
Sweden,SWE,6/14/2020,1721,1525,1609,1541,1590,1441,1444
Sweden,SWE,6/21/2020,1669,1536.4,1592,1573,1491,1500,1526
Sweden,SWE,6/28/2020,1670,1559.6,1525,1541,1587,1633,1512
Sweden,SWE,7/5/2020,1562,1579.4,1674,1549,1549,1588,1537
Sweden,SWE,7/12/2020,1571,1566.6,1560,1605,1525,1585,1558
Sweden,SWE,7/19/2020,1513,1572.6,1529,1616,1512,1724,1482
Sweden,SWE,7/26/2020,1537,1561.6,1538,1630,1484,1642,1514
Sweden,SWE,8/2/2020,1547,1582.4,1588,1574,1536,1723,1491
Sweden,SWE,8/9/2020,1572,1529.6,1524,1574,1552,1450,1548
Sweden,SWE,8/16/2020,1516,1527.6,1535,1567,1545,1505,1486
Sweden,SWE,8/23/2020,1575,1538.8,1563,1567,1527,1495,1542
Sweden,SWE,8/30/2020,1484,1587.6,1458,1686,1568,1584,1642
Sweden,SWE,9/6/2020,1517,1571.6,1648,1556,1596,1617,1441
Sweden,SWE,9/13/2020,1525,1550.6,1552,1536,1590,1516,1559
Sweden,SWE,9/20/2020,1511,1568.8,1566,1531,1562,1645,1540
Sweden,SWE,9/27/2020,1562,1593.4,1633,1601,1532,1553,1648
Sweden,SWE,10/4/2020,1545,1640.2,1651,1598,1708,1606,1638
Sweden,SWE,10/11/2020,1540,1650.8,1528,1662,1695,1715,1654
Sweden,SWE,10/18/2020,1609,1627.2,1574,1750,1648,1542,1622
Sweden,SWE,10/25/2020,1559,1670.4,1698,1626,1644,1660,1724
Sweden,SWE,11/1/2020,1665,1695.4,1658,1718,1757,1706,1638
Sweden,SWE,11/8/2020,1627,1663,1652,1717,1608,1640,1698
Sweden,SWE,11/15/2020,,1689.8,1710,1771,1753,1541,1674
Sweden,SWE,11/22/2020,,1665.2,1678,1702,1700,1534,1712
Sweden,SWE,11/29/2020,,1737.8,1691,1790,1740,1780,1688
Sweden,SWE,12/6/2020,,1786,1805,1842,1765,1787,1731
Sweden,SWE,12/13/2020,,1752.6,1669,1858,1797,1720,1719
Sweden,SWE,12/20/2020,,1800.6,1753,1868,1815,1741,1826
Sweden,SWE,12/27/2020,,1830.8,1737,2012,1929,1758,1718
Switzerland,CHE,1/5/2020,1310,1468.6,1423,1340,1678,1561,1341
Switzerland,CHE,1/12/2020,1358,1479.6,1494,1243,1731,1541,1389
Switzerland,CHE,1/19/2020,1410,1489,1524,1323,1746,1494,1358
Switzerland,CHE,1/26/2020,1412,1457.6,1480,1351,1657,1397,1403
Switzerland,CHE,2/2/2020,1420,1467,1590,1345,1564,1397,1439
Switzerland,CHE,2/9/2020,1387,1502,1656,1340,1592,1441,1481
Switzerland,CHE,2/16/2020,1380,1506.6,1805,1313,1402,1458,1555
Switzerland,CHE,2/23/2020,1367,1508,1772,1380,1383,1478,1527
Switzerland,CHE,3/1/2020,1344,1521.4,1729,1320,1395,1636,1527
Switzerland,CHE,3/8/2020,1354,1447.2,1549,1355,1348,1532,1452
Switzerland,CHE,3/15/2020,1388,1388.4,1541,1278,1262,1482,1379
Switzerland,CHE,3/22/2020,1525,1339.8,1435,1294,1239,1380,1351
Switzerland,CHE,3/29/2020,1618,1283,1293,1269,1183,1348,1322
Switzerland,CHE,4/5/2020,1872,1299.8,1302,1242,1234,1339,1382
Switzerland,CHE,4/12/2020,1642,1235.2,1229,1224,1201,1300,1222
Switzerland,CHE,4/19/2020,1566,1228.2,1284,1139,1181,1229,1308
Switzerland,CHE,4/26/2020,1365,1198.6,1215,1175,1223,1147,1233
Switzerland,CHE,5/3/2020,1245,1227.8,1275,1172,1210,1226,1256
Switzerland,CHE,5/10/2020,1174,1196,1161,1149,1204,1200,1266
Switzerland,CHE,5/17/2020,1148,1174,1152,1176,1207,1117,1218
Switzerland,CHE,5/24/2020,1185,1207.2,1129,1227,1186,1223,1271
Switzerland,CHE,5/31/2020,1094,1155.8,1099,1150,1126,1159,1245
Switzerland,CHE,6/7/2020,1164,1162.4,1171,1104,1108,1178,1251
Switzerland,CHE,6/14/2020,1145,1138.4,1169,1113,1120,1119,1171
Switzerland,CHE,6/21/2020,1144,1174,1100,1237,1196,1127,1210
Switzerland,CHE,6/28/2020,1171,1191.8,1197,1172,1166,1181,1243
Switzerland,CHE,7/5/2020,1172,1191,1295,1092,1158,1152,1258
Switzerland,CHE,7/12/2020,1161,1182.4,1358,1164,1087,1078,1225
Switzerland,CHE,7/19/2020,1108,1222,1295,1235,1151,1223,1206
Switzerland,CHE,7/26/2020,1149,1191.6,1174,1181,1121,1222,1260
Switzerland,CHE,8/2/2020,1261,1171.2,1140,1113,1200,1264,1139
Switzerland,CHE,8/9/2020,1148,1164.8,1215,1150,1099,1222,1138
Switzerland,CHE,8/16/2020,1213,1163.6,1195,1166,1128,1187,1142
Switzerland,CHE,8/23/2020,1189,1177.4,1152,1131,1207,1145,1252
Switzerland,CHE,8/30/2020,1153,1165.2,1172,1137,1164,1206,1147
Switzerland,CHE,9/6/2020,1150,1167.6,1151,1184,1153,1178,1172
Switzerland,CHE,9/13/2020,1221,1192.4,1188,1103,1190,1230,1251
Switzerland,CHE,9/20/2020,1212,1209.6,1130,1180,1265,1177,1296
Switzerland,CHE,9/27/2020,1224,1218.2,1188,1212,1243,1211,1237
Switzerland,CHE,10/4/2020,1207,1255,1235,1286,1295,1225,1234
Switzerland,CHE,10/11/2020,1282,1243.6,1168,1271,1268,1233,1278
Switzerland,CHE,10/18/2020,1219,1243.2,1220,1277,1210,1211,1298
Switzerland,CHE,10/25/2020,1408,1237.4,1203,1230,1214,1233,1307
Switzerland,CHE,11/1/2020,1477,1249.2,1286,1313,1153,1272,1222
Switzerland,CHE,11/8/2020,,1258.8,1169,1286,1312,1263,1264
Switzerland,CHE,11/15/2020,,1283,1199,1353,1251,1248,1364
Switzerland,CHE,11/22/2020,,1275.8,1257,1193,1318,1280,1331
Switzerland,CHE,11/29/2020,,1335.6,1255,1331,1396,1321,1375
Switzerland,CHE,12/6/2020,,1319.6,1307,1294,1390,1389,1218
Switzerland,CHE,12/13/2020,,1324.2,1240,1301,1357,1356,1367
Switzerland,CHE,12/20/2020,,1366.2,1208,1446,1456,1322,1399
Switzerland,CHE,12/27/2020,,1387.2,1294,1589,1375,1349,1329
Taiwan,TWN,1/5/2020,3494,3358,3356,3196,3326,3494,3418
Taiwan,TWN,1/12/2020,3528,3409.4,3368,3379,3252,3661,3387
Taiwan,TWN,1/19/2020,3572,3532.4,3412,3565,3372,3901,3412
Taiwan,TWN,1/26/2020,3663,3586.2,3316,4047,3587,3483,3498
Taiwan,TWN,2/2/2020,3862,3663.8,3254,4052,3640,3646,3727
Taiwan,TWN,2/9/2020,3993,3746.8,3278,4278,3589,4161,3428
Taiwan,TWN,2/16/2020,3860,3832,3502,4126,3870,4086,3576
Taiwan,TWN,2/23/2020,3655,3709.2,3449,4158,3529,3845,3565
Taiwan,TWN,3/1/2020,3556,3600.6,3313,4012,3515,3635,3528
Taiwan,TWN,3/8/2020,3579,3525.6,3272,3845,3482,3604,3425
Taiwan,TWN,3/15/2020,3202,3485.4,3249,3648,3426,3533,3571
Taiwan,TWN,3/22/2020,3485,3438.8,3379,3519,3288,3448,3560
Taiwan,TWN,3/29/2020,3287,3423.6,3254,3626,3277,3490,3471
Taiwan,TWN,4/5/2020,3292,3369.8,3276,3484,3429,3295,3365
Taiwan,TWN,4/12/2020,3356,3301.6,3281,3326,3307,3307,3287
Taiwan,TWN,4/19/2020,3553,3252.4,3294,3314,3065,3302,3287
Taiwan,TWN,4/26/2020,3180,3162.6,3116,3186,3067,3157,3287
Taiwan,TWN,5/3/2020,3301,3180.4,3040,3261,3206,3215,3180
Taiwan,TWN,5/10/2020,3278,3095.8,3016,3118,3117,3026,3202
Taiwan,TWN,5/17/2020,3165,3145.2,3123,3004,3034,3185,3380
Taiwan,TWN,5/24/2020,2961,3119.2,2919,3147,3124,3173,3233
Taiwan,TWN,5/31/2020,3074,3161.2,3006,3234,3109,3188,3269
Taiwan,TWN,6/7/2020,3149,3141.2,2938,3015,3236,3191,3326
Taiwan,TWN,6/14/2020,3148,3181.8,3142,3002,3272,3145,3348
Taiwan,TWN,6/21/2020,3188,3283.6,3379,3203,3321,3093,3422
Taiwan,TWN,6/28/2020,3260,3257.8,3194,3112,3391,3224,3368
Taiwan,TWN,7/5/2020,3245,3300.6,3254,3164,3500,3234,3351
Taiwan,TWN,7/12/2020,3058,3248,3109,3126,3442,3203,3360
Taiwan,TWN,7/19/2020,3241,3248.2,3035,3115,3483,3233,3375
Taiwan,TWN,7/26/2020,3215,3257.2,3091,3146,3499,3266,3284
Taiwan,TWN,8/2/2020,3079,3197.4,2993,3089,3308,3260,3337
Taiwan,TWN,8/9/2020,3041,3205.4,2988,3043,3457,3287,3252
Taiwan,TWN,8/16/2020,3054,3117.2,2912,2937,3353,3198,3186
Taiwan,TWN,8/23/2020,3132,3121.6,2981,3118,3244,3076,3189
Taiwan,TWN,8/30/2020,2972,3081,2891,3057,3162,3031,3264
Taiwan,TWN,9/6/2020,3125,3157,2981,3091,3096,3199,3418
Taiwan,TWN,9/13/2020,3097,3172.2,3028,3056,3088,3256,3433
Taiwan,TWN,9/20/2020,3144,3155.2,3076,3073,3151,3202,3274
Taiwan,TWN,9/27/2020,3183,3158.8,3149,3068,3222,3120,3235
Taiwan,TWN,10/4/2020,,3156.4,3045,3071,3084,3173,3409
Taiwan,TWN,10/11/2020,,3127.4,3024,3069,3066,3287,3191
Taiwan,TWN,10/18/2020,,3128.4,3020,3154,3089,3131,3248
Taiwan,TWN,10/25/2020,,3185.6,3087,3036,3235,3223,3347
Taiwan,TWN,11/1/2020,,3177.8,3019,3034,3184,3316,3336
Taiwan,TWN,11/8/2020,,3173.8,3024,3258,3207,3139,3241
Taiwan,TWN,11/15/2020,,3126.2,2953,3189,3010,3205,3274
Taiwan,TWN,11/22/2020,,3087.8,3038,3097,3068,2934,3302
Taiwan,TWN,11/29/2020,,3171.8,3018,3254,3195,3178,3214
Taiwan,TWN,12/6/2020,,3284,3152,3348,3277,3254,3389
Taiwan,TWN,12/13/2020,,3389,3164,3326,3523,3217,3715
Taiwan,TWN,12/20/2020,,3439.2,3345,3313,3554,3369,3615
Taiwan,TWN,12/27/2020,,3372.4,3300,3322,3643,3240,3357
United States,USA,1/5/2020,60010,60340.4,61731,55784,59760,66129,58298
United States,USA,1/12/2020,60543,60696.4,61135,55523,60975,67491,58358
United States,USA,1/19/2020,59185,59188.8,58622,55178,59286,64641,58217
United States,USA,1/26/2020,58987,58318.4,57264,55602,58045,62777,57904
United States,USA,2/2/2020,58649,57943,57277,54891,58426,60972,58149
United States,USA,2/9/2020,59215,58035.6,56413,55103,59036,61107,58519
United States,USA,2/16/2020,58655,57673.4,56342,55781,58473,59774,57997
United States,USA,2/23/2020,58696,56919.4,55659,54862,58282,57790,58004
United States,USA,3/1/2020,59117,56700.6,55724,55871,57250,56690,57968
United States,USA,3/8/2020,59462,56893.4,55262,56106,57468,57089,58542
United States,USA,3/15/2020,58464,55917.6,54253,54452,56650,56317,57916
United States,USA,3/22/2020,59018,55556,53229,54660,57041,55758,57092
United States,USA,3/29/2020,62781,54831.6,52999,53879,55695,54913,56672
United States,USA,4/5/2020,72041,54756.6,52690,54059,55153,55285,56596
United States,USA,4/12/2020,78818,54378,52839,53484,54858,55223,55486
United States,USA,4/19/2020,76535,53261.6,51603,53144,53067,54031,54463
United States,USA,4/26/2020,73645,52628,51457,51020,53289,53719,53655
United States,USA,5/3/2020,69065,52657.8,51651,51266,52653,53734,53985
United States,USA,5/10/2020,66611,51843.4,50667,50992,51981,52101,53476
United States,USA,5/17/2020,64286,51289.8,49324,50461,52476,50617,53571
United States,USA,5/24/2020,61402,51155.4,49713,50487,50965,50923,53689
United States,USA,5/31/2020,59453,50749.6,49033,49706,51248,51037,52724
United States,USA,6/7/2020,58649,51240.8,49743,49914,51412,51998,53137
United States,USA,6/14/2020,57781,50764.6,49101,49906,50790,51383,52643
United States,USA,6/21/2020,57732,50637.8,49053,49617,51190,51043,52286
United States,USA,6/28/2020,58222,50523.4,49207,49743,50611,50851,52205
United States,USA,7/5/2020,59503,50716.2,48908,49695,50956,51681,52341
United States,USA,7/12/2020,61545,50387.6,49220,49632,49971,51188,51927
United States,USA,7/19/2020,62743,50034.4,48538,49266,50118,50604,51646
United States,USA,7/26/2020,63849,49845.6,48256,49690,49359,50267,51656
United States,USA,8/2/2020,63784,49870,47728,49501,50084,50633,51404
United States,USA,8/9/2020,63167,50128,47972,49734,50229,50963,51742
United States,USA,8/16/2020,62966,49946.4,48430,49806,50184,50295,51017
United States,USA,8/23/2020,61635,49794.4,48487,49502,49513,50453,51017
United States,USA,8/30/2020,59778,50173,48714,49573,50823,50600,51155
United States,USA,9/6/2020,58296,50382.8,48758,50066,50972,50292,51826
United States,USA,9/13/2020,57073,50632,48851,49907,51691,51081,51630
United States,USA,9/20/2020,56675,50729.6,49222,49871,51226,51576,51753
United States,USA,9/27/2020,57471,50818,48802,50248,51338,50951,52751
United States,USA,10/4/2020,56273,51870.8,50947,51394,52102,52348,52563
United States,USA,10/11/2020,57416,51691,49829,52120,51570,51846,53090
United States,USA,10/18/2020,55306,52322.6,50658,51434,52215,52971,54335
United States,USA,10/25/2020,,52515.2,50378,51860,52536,53757,54045
United States,USA,11/1/2020,,52853.4,51154,51734,53663,53632,54084
United States,USA,11/8/2020,,53133.4,50666,52516,53233,53558,55694
United States,USA,11/15/2020,,53830.2,51383,53432,53762,54694,55880
United States,USA,11/22/2020,,53893.8,51193,53120,54117,54844,56195
United States,USA,11/29/2020,,54350,51989,54492,54756,55055,55458
United States,USA,12/6/2020,,55505.2,53549,55125,55590,55962,57300
United States,USA,12/13/2020,,55841.2,51835,55973,57363,56380,57655
United States,USA,12/20/2020,,56576.8,52756,56686,59500,56523,57419
United States,USA,12/27/2020,,57129.6,52484,57603,61084,56024,58453
